Column1,Column2,Column 3,Column 4
Shipped,配送済,module,Magento_Bundle
Shipped By,配送元,module,Magento_Sales
Shipper Number,荷主番号,module,Magento_Ups
Shipping,配送,module,Magento_Backend
Shipping & Handling,配送料と手数料,module,Magento_Quote
Shipping & Handling (%1),配送料と手数料 (%1),module,Magento_Quote
Shipping & Handling (Excl.Tax),配送料金 (税抜),module,Magento_Tax
Shipping & Handling (Incl.Tax),配送料金 (税込),module,Magento_Tax
Shipping &amp; Handling,配送料と手数料,module,Magento_Sales
Shipping &amp; Handling Information,配送料と手数料情報,module,Magento_Shipping
Shipping (Excl. Tax),配送料 (税抜),module,Magento_Tax
Shipping (Incl. Tax),配送料 (税込),module,Magento_Tax
Shipping Address,配送先,module,Magento_Checkout
Shipping Address:,配送先住所:,module,Magento_Sales
Shipping Amount,配送料金,module,Magento_Sales
Shipping Country,配送先の国,module,Magento_SalesRule
Shipping Excl. Tax (%1),税抜き送料 (%1),module,Magento_Sales
Shipping Incl. Tax (%1),税込み送料 (%1),module,Magento_Sales
Shipping Info,送付情報,theme,frontend/Magento/luma
Shipping Information,配送情報,module,Magento_Multishipping
Shipping Labels are not allowed.,配送ラベルは許可されていません。,,
Shipping Method,お届け方法,theme,frontend/Magento/luma
Shipping Method:,配送方法:,module,Magento_Checkout
Shipping Methods,配送方法,module,Magento_Checkout
Shipping Methods Section,配送方法欄,module,Magento_Shipping
Shipping Origin,配送元,module,Magento_Tax
Shipping Policy,配送ポリシー,module,Magento_Shipping
Shipping Policy Parameters,配送ポリシーパラメーター,module,Magento_Shipping
Shipping Policy Parameters Section,配送ポリシーパラメーターセクション,module,Magento_Shipping
Shipping Postcode,配送先郵便番号,module,Magento_SalesRule
Shipping Price,配送料,module,Magento_OfflineShipping
Shipping Prices,配送料金,module,Magento_Tax
Shipping Refund,配送払戻,module,Magento_Sales
Shipping Region,配送エリア,module,Magento_SalesRule
Shipping Report,発送レポート,module,Magento_Reports
Shipping Settings,配送設定,module,Magento_Shipping
Shipping Settings Section,配送設定欄,module,Magento_Shipping
Shipping State/Province,配送先の県/地方,module,Magento_SalesRule
Shipping To,配送先,module,Magento_Multishipping
Shipping and Handling,配送料,module,Magento_Sales
Shipping and Tracking Information,配送と追跡情報,module,Magento_Shipping
Shipping is not applicable.,送付は可能ではありません,module,Magento_Multishipping
Shipping labels is not available.,発送ラベルが有効ではありません,module,Magento_Shipping
Shop By,閲覧中,theme,frontend/Magento/luma
Shop now using (150 X 40),この店で使用可能 (150 X 40),module,Magento_Paypal
Shop now using (150 X 60),この店で使用可能 (150 X 60),module,Magento_Paypal
Shopping Cart,カート,module,Magento_Checkout
Shopping Cart %1 Amount %2 %3:,ショッピングカート %1 量 %2 %3:,,
Shopping Cart Display Settings,ショッピングカート表示設定,module,Magento_Tax
Shopping Cart Items,ショッピングカート商品,module,Magento_Checkout
Shopping Cart Management,ショッピングカート管理,,
Shopping Cart Products Qty %1 %2:,ショッピングカート商品数量 %1 %2：,,
Shopping Cart Promotions Related,ショッピングカートプロモーションに関連,,
Shopping Cart Sidebar,サイドバーショッピングカート,module,Magento_Checkout
Shopping Cart Total,カート合計,,
Shopping Cart for %1 in %2,%2　の %1 のショッピングカート,,
Shopping Cart from %1,%1 からのショッピングカート,module,Magento_Customer
Shopping Options,絞り込み条件,theme,frontend/Magento/luma
Shopping cart %1 a coupon applied,ショッピングカート %1 クーポンが適用されました,,
Shopping cart %1 amount %2 %3:,ショッピングカート %1 量 %2 %3：,,
Shopping cart %1 only virtual items,ショッピングカート %1 仮想商品のみ,,
Shopping cart is not empty and abandoned %1 %2 days and %3 of these conditions match:,ショッピングカートは空ではなく、放棄された %1 %2 日また条件の %3 は一致します：,,
Shopping cart items have been added to gift registry.,ショッピングカートの商品をギフトレジストリに追加しました。,,
Shopping cart management is disabled for this customer.,この会員のショッピングカート管理は無効です。,,
Short,ショート,,
Shortcut,ショートカット,module,Magento_Paypal
Shortcut Buttons Flavor,ショートカットボタン風,module,Magento_Paypal
Show,表示,module,Magento_Catalog
Show Actual Values,実際の値を表示,module,Magento_Sales
Show Breadcrumbs for CMS Pages,CMSページにパンくずを表示する,module,Magento_Cms
Show By,表示先,module,Magento_Reports
Show Content as,内容の提示,module,Magento_CheckoutAgreements
Show Cross-Sell Products,クロスセル商品を表示,,
Show Date of Birth,生年月日を表示,module,Magento_Customer
Show Details,詳細を表示,,
Show Gender,性別を表示する,module,Magento_Customer
Show List,リスト表示,module,Magento_AdminNotification
Show Log,ログ表示,,
Show Method if Not Applicable,配送方法が利用できない場合でも表示する,module,Magento_Dhl
Show Middle Name (initial),ミドルネームを表示する（イニシャル）,module,Magento_Customer
Show Notice if JavaScript is Disabled,JavaScriptが無効の場合に警告を表示する。,module,Magento_Cms
Show Notice if Local Storage is Disabled,ローカルストレージが無効の場合に警告を表示する。,module,Magento_Cms
Show Packages,梱包を表示,module,Magento_Shipping
Show Prefix,称号を表示,module,Magento_Customer
Show Region,都道府県を表示,,
Show Related Products,関連商品を表示,,
Show Report,レポート表示,module,Magento_Reports
Show Report For:,レポートを表示:,module,Magento_Reports
Show Results Count for Each Recommendation,各レコメンデーションごとに結果数を表示する,,
Show Results Count for Each Suggestion,各おすすめごとに結果数を表示する,,
Show Reviews,レビューを表示,module,Magento_Reports
Show Store Credit History to Customers,会員のストアクレジット履歴を表示する,,
Show Suffix,敬称を表示,module,Magento_Customer
Show Tax/VAT Number,税/VAT番号を表示,module,Magento_Customer
Show Toolbar,ツールバーを表示,module,Magento_AdminNotification
Show Upsell Products,アップセル商品を表示,,
Show VAT Number on Storefront,VAT番号をストアで表示,module,Magento_Customer
Show for Current,最新を表示,module,Magento_Reports
Show in navigation menu.,ナビゲーションメニューに表示します。,,
Show more,もっと見る,module,Magento_ImportExport
Show on Storefront,店頭に表示する,,
Show related video,関連するビデオを表示,module,Magento_ProductVideo
Shuffle,シャッフル,,
Sidebar (right),サイドバー (右),module,Magento_Paypal
Sign In,サインイン,module,Magento_Backend
Sign Out,サインアウト,module,Magento_Backend
Sign Static Files,スタティックファイルに署名,module,Magento_Backend
Sign Up At,登録日,,
Sign Up for Newsletter,メールマガジンを購読,module,Magento_Customer
Sign Up for Our Newsletter:,メールマガジンをご登録ください:,module,Magento_Newsletter
Sign a billing agreement to streamline further purchases  with PayPal.,請求合意にサインして今後のPayPalでの購入を円滑にしましょう。,module,Magento_Paypal
Sign a billing agreement to streamline further purchases with PayPal.,PayPalでさらに購入を合理化するための請求契約書に署名してください。,module,Magento_Paypal
Sign in,サインイン,module,Magento_Backend
Sign in to edit wish lists.,欲しいものリストを編集するにはログインしてください。,,
Sign-in Information,サインイン情報,module,Magento_Customer
Signature Confirmation,署名確認,module,Magento_Shipping
